formula_pretty,a_site_element,b_site_element,lowest_distortion,formation_energy_per_atom,energy_above_hull,magnetic_moment,volume_per_atom,band_gap_pbe,lattice_a,lattice_b,lattice_c,lattice_alpha,lattice_beta,lattice_gamma,e_form_oxygen,source,stable,perovskite_type,magpie_Z_mean,magpie_Z_wmean,magpie_Z_min,magpie_Z_max,magpie_Z_range,magpie_Z_std,magpie_atomic_mass_mean,magpie_atomic_mass_wmean,magpie_atomic_mass_min,magpie_atomic_mass_max,magpie_atomic_mass_range,magpie_atomic_mass_std,magpie_X_mean,magpie_X_wmean,magpie_X_min,magpie_X_max,magpie_X_range,magpie_X_std,magpie_atomic_radius_mean,magpie_atomic_radius_wmean,magpie_atomic_radius_min,magpie_atomic_radius_max,magpie_atomic_radius_range,magpie_atomic_radius_std,magpie_row_mean,magpie_row_wmean,magpie_row_min,magpie_row_max,magpie_row_range,magpie_row_std,magpie_group_mean,magpie_group_wmean,magpie_group_min,magpie_group_max,magpie_group_range,magpie_group_std,magpie_mendeleev_no_mean,magpie_mendeleev_no_wmean,magpie_mendeleev_no_min,magpie_mendeleev_no_max,magpie_mendeleev_no_range,magpie_mendeleev_no_std,magpie_electrical_resistivity_mean,magpie_electrical_resistivity_wmean,magpie_electrical_resistivity_min,magpie_electrical_resistivity_max,magpie_electrical_resistivity_range,magpie_electrical_resistivity_std,magpie_velocity_of_sound_mean,magpie_velocity_of_sound_wmean,magpie_velocity_of_sound_min,magpie_velocity_of_sound_max,magpie_velocity_of_sound_range,magpie_velocity_of_sound_std,magpie_thermal_conductivity_mean,magpie_thermal_conductivity_wmean,magpie_thermal_conductivity_min,magpie_thermal_conductivity_max,magpie_thermal_conductivity_range,magpie_thermal_conductivity_std,magpie_melting_point_mean,magpie_melting_point_wmean,magpie_melting_point_min,magpie_melting_point_max,magpie_melting_point_range,magpie_melting_point_std,magpie_bulk_modulus_mean,magpie_bulk_modulus_wmean,magpie_bulk_modulus_min,magpie_bulk_modulus_max,magpie_bulk_modulus_range,magpie_bulk_modulus_std,magpie_youngs_modulus_mean,magpie_youngs_modulus_wmean,magpie_youngs_modulus_min,magpie_youngs_modulus_max,magpie_youngs_modulus_range,magpie_youngs_modulus_std,magpie_brinell_hardness_mean,magpie_brinell_hardness_wmean,magpie_brinell_hardness_min,magpie_brinell_hardness_max,magpie_brinell_hardness_range,magpie_brinell_hardness_std,magpie_rigidity_modulus_mean,magpie_rigidity_modulus_wmean,magpie_rigidity_modulus_min,magpie_rigidity_modulus_max,magpie_rigidity_modulus_range,magpie_rigidity_modulus_std,magpie_density_mean,magpie_density_wmean,magpie_density_min,magpie_density_max,magpie_density_range,magpie_density_std,phys_tolerance_factor,phys_octahedral_factor,phys_electroneg_diff_AB,phys_radius_ratio_AB,phys_b_site_valence,phys_a_site_radius,phys_b_site_radius,phys_a_site_en,phys_b_site_en,phys_b_site_row,phys_b_site_group,phys_in_stable_zone,phys_stability_score,struct_ba_ratio,struct_ca_ratio,struct_abc_spread,struct_lattice_alpha_dev,struct_lattice_beta_dev,struct_lattice_gamma_dev,struct_vpa,struct_band_gap,struct_mag_moment,struct_distort_cubic,struct_distort_orthorhombic,struct_distort_rhombohedral,struct_distort_tetragonal,anomaly_type,surprise
CrPtO3,Cr,Pt,cubic,-0.512,1.077,0.677,12.229,0.0,3.94,3.94,3.94,90.0,90.0,90.0,-1.005,wolverton_oxides,0,single_ABO3,36.66666666666666,25.200000000000003,8.0,78.0,70.0,29.948103260288267,87.69316666666667,59.01566,15.9994,195.084,179.0846,77.34569117817028,2.4599999999999995,2.8520000000000003,1.66,3.44,1.78,0.7377443098165289,1.1166666666666667,0.91,0.6,1.4,0.7999999999999999,0.3659083066683358,4.0,3.2,2.0,6.0,4.0,1.632993161855452,10.666666666666666,12.8,6.0,16.0,10.0,4.109609335312651,75.33333333333333,85.6,57.0,101.0,44.0,18.696404883173543,1.165e-07,1.1650000000000003e-07,1.06e-07,1.27e-07,2.1000000000000016e-08,1.0500000000000008e-08,2979.1666666666665,1914.5,317.5,5940.0,5622.5,2305.103335837439,55.34219333333333,33.215948000000004,0.02658,94.0,93.97342,40.13197236478776,1425.4,877.16,54.8,2180.0,2125.2,970.8109187684285,195.0,195.0,160.0,230.0,70.0,35.0,223.5,223.5,168.0,279.0,111.0,55.5,756.0,755.9999999999999,392.0,1120.0,728.0,364.0,88.0,88.0,61.0,115.0,54.0,27.0,14115.0,14115.0,7140.0,21090.0,13950.0,6975.0,0.8171011693711215,0.4464285714285714,0.6199999999999999,1.504,4.0,0.94,0.625,1.66,2.28,6.0,10.0,1,0.5166157057412025,1.0,1.0,0.0,0.0,0.0,0.0,12.229,0.0,0.677,1,0,0,0,unexpectly_unstable,1.077
USbO3,U,Sb,cubic,-1.742,1.0759999999999998,0.725,15.118,0.0,4.228,4.228,4.228,90.0,90.0,90.0,0.893,wolverton_oxides,0,single_ABO3,50.333333333333336,33.4,8.0,92.0,84.0,34.29609631171195,125.26277,81.557422,15.9994,238.02891,222.02951,90.67700140595998,2.29,2.75,1.38,3.44,2.06,0.8579432770682842,1.2666666666666668,1.0,0.6,1.75,1.15,0.4870546398734152,4.666666666666667,3.6000000000000005,2.0,7.0,5.0,2.0548046676563256,11.333333333333334,13.2,3.0,16.0,13.0,5.90668171555645,78.0,87.19999999999999,45.0,101.0,56.0,23.93045479439676,3.400000000000001e-07,3.4e-07,2.8e-07,4e-07,1.1999999999999996e-07,5.999999999999998e-08,2297.5,1505.5,317.5,3420.0,3102.5,1404.2450522137035,17.008860000000002,10.215948,0.02658,27.0,26.97342,12.070580640516017,787.96,494.696,54.8,1405.3,1350.5,557.3887134367421,71.0,70.99999999999999,42.0,100.0,58.0,29.0,131.5,131.5,55.0,208.0,153.0,76.5,1347.0,1346.9999999999998,294.0,2400.0,2106.0,1053.0,65.5,65.5,20.0,111.0,91.0,45.5,12873.5,12873.499999999998,6697.0,19050.0,12353.0,6176.5,0.8131727983645295,0.4285714285714286,0.6699999999999999,1.5,5.0,0.9,0.6,1.38,2.05,5.0,15.0,1,0.4540702884807595,1.0,1.0,0.0,0.0,0.0,0.0,15.118,0.0,0.725,1,0,0,0,unexpectly_unstable,1.0759999999999998
PaAsO3,Pa,As,cubic,-1.277,1.065,0.418,13.312,0.0,4.053,4.053,4.053,90.0,90.0,90.0,1.5719999999999998,wolverton_oxides,0,single_ABO3,44.0,29.6,8.0,91.0,83.0,34.76588366008646,107.31896,70.791136,15.9994,231.03588,215.03648,90.72803180908238,2.373333333333333,2.8000000000000003,1.5,3.44,1.94,0.803713602942961,1.1833333333333331,0.95,0.6,1.8,1.2000000000000002,0.4904646323187387,4.333333333333333,3.4000000000000004,2.0,7.0,5.0,2.0548046676563256,11.333333333333334,13.2,3.0,16.0,13.0,5.90668171555645,78.66666666666667,87.6,46.0,101.0,55.0,23.612614331233114,2.55e-07,2.55e-07,1.8e-07,3.3e-07,1.5000000000000002e-07,7.500000000000001e-08,317.5,317.5,317.5,317.5,0.0,0.0,32.342193333333334,19.415948,0.02658,50.0,49.97342,22.883387698388443,995.2666666666668,619.08,54.8,1841.0,1786.2,732.2833756287399,22.0,22.0,22.0,22.0,0.0,0.0,8.0,8.0,8.0,8.0,0.0,0.0,1440.0,1440.0,1440.0,1440.0,0.0,0.0,29.0,29.000000000000004,20.0,33.0,11.0,5.5,10548.5,10548.499999999998,5727.0,15370.0,9643.0,4821.5,0.8626702730475879,0.4285714285714286,0.6800000000000002,1.7333333333333334,3.0,1.04,0.6,1.5,2.18,4.0,15.0,1,0.6174047020790683,1.0,1.0,0.0,0.0,0.0,0.0,13.312,0.0,0.418,1,0,0,0,unexpectly_unstable,1.065
TmHgO3,Tm,Hg,cubic,-1.084,1.064,0,14.544,0.0,4.174,4.174,4.174,90.0,90.0,90.0,-1.215,wolverton_oxides,0,single_ABO3,52.333333333333336,34.6,8.0,80.0,72.0,31.668421004036325,128.50787,83.504482,15.9994,200.59,184.5906,80.59834211047892,2.23,2.714,1.25,3.44,2.19,0.9087353850269064,1.2833333333333334,1.0100000000000002,0.6,1.75,1.15,0.4938510796676351,4.666666666666667,3.6000000000000005,2.0,6.0,4.0,1.8856180831641267,10.333333333333334,12.6,3.0,16.0,13.0,5.436502143433364,65.33333333333333,79.6,21.0,101.0,80.0,33.229839334884275,8.179999999999999e-07,8.18e-07,6.76e-07,9.6e-07,2.84e-07,1.4199999999999997e-07,862.25,589.875,317.5,1407.0,1089.5,544.75,8.442193333333334,5.075948,0.02658,17.0,16.97342,6.930099125415804,702.3733333333334,443.3440000000001,54.8,1818.0,1763.2,792.2642665732747,35.0,35.0,25.0,45.0,20.0,10.0,74.0,74.0,74.0,74.0,0.0,0.0,471.0,471.0,471.0,471.0,0.0,0.0,31.0,31.0,31.0,31.0,0.0,0.0,9321.0,9321.0,9321.0,9321.0,0.0,0.0,0.8559713666995049,0.4928571428571428,0.75,1.6376811594202898,3.0,1.13,0.69,1.25,2.0,6.0,12.0,1,0.7993504934203229,1.0,1.0,0.0,0.0,0.0,0.0,14.544,0.0,0.0,1,0,0,0,unexpectly_unstable,1.064
ErSbO3,Er,Sb,cubic,-1.6780000000000002,1.06,0,14.796,0.0,4.198,4.198,4.198,90.0,90.0,90.0,0.53,wolverton_oxides,0,single_ABO3,42.333333333333336,28.600000000000005,8.0,68.0,60.0,25.249862485874168,101.6728,67.40344,15.9994,167.259,151.25959999999998,63.36396636848632,2.2433333333333336,2.722,1.24,3.44,2.2,0.9084908120369491,1.2666666666666668,1.0,0.6,1.75,1.15,0.4870546398734152,4.333333333333333,3.4000000000000004,2.0,6.0,4.0,1.699673171197595,11.333333333333334,13.2,3.0,16.0,13.0,5.90668171555645,70.33333333333333,82.6,22.0,101.0,79.0,34.58644564308715,6.3e-07,6.299999999999999e-07,4e-07,8.6e-07,4.6000000000000004e-07,2.3000000000000002e-07,2189.1666666666665,1440.5,317.5,3420.0,3102.5,1345.2080590831374,13.00886,7.815948000000001,0.02658,24.0,23.97342,9.887861093239527,920.1933333333332,574.0360000000001,54.8,1802.0,1747.2,713.3858274142791,43.0,43.00000000000001,42.0,44.0,2.0,1.0,62.5,62.5,55.0,70.0,15.0,7.5,554.0,554.0,294.0,814.0,520.0,260.0,24.0,24.000000000000004,20.0,28.0,8.0,4.0,7881.5,7881.500000000001,6697.0,9066.0,2369.0,1184.5,0.8994398256692883,0.4285714285714286,0.8099999999999998,1.9066666666666665,5.0,1.144,0.6,1.24,2.05,5.0,15.0,1,0.6619463192668668,1.0,1.0,0.0,0.0,0.0,0.0,14.796,0.0,0.0,1,0,0,0,unexpectly_unstable,1.06
DyPbO3,Dy,Pb,cubic,-1.5,1.042,0,15.731,0.0,4.285,4.285,4.285,90.0,90.0,90.0,0.598,wolverton_oxides,0,single_ABO3,52.0,34.4,8.0,82.0,74.0,31.79098404684364,128.56646666666666,83.53963999999999,15.9994,207.2,191.2006,81.66203064441201,2.33,2.774,1.22,3.44,2.22,0.906311204829776,1.383333333333333,1.07,0.6,1.8,1.2000000000000002,0.554276304943863,4.666666666666667,3.6000000000000005,2.0,6.0,4.0,1.8856180831641267,11.0,13.0,3.0,16.0,13.0,5.715476066494082,69.0,81.8,24.0,101.0,77.0,32.751590292177674,5.68e-07,5.68e-07,2.1e-07,9.26e-07,7.16e-07,3.58e-07,1429.1666666666667,984.5,317.5,2710.0,2392.5,984.0315317892794,15.342193333333334,9.215948,0.02658,35.0,34.97342,14.60424615952802,778.4700000000001,489.002,54.8,1680.0,1625.2,675.2996345820621,43.5,43.5,41.0,46.0,5.0,2.5,38.5,38.5,16.0,61.0,45.0,22.5,269.15,269.15,38.3,500.0,461.7,230.85,15.3,15.3,5.6,25.0,19.4,9.7,9945.5,9945.499999999998,8551.0,11340.0,2789.0,1394.5,0.8345485550831575,0.5535714285714286,1.11,1.5058064516129033,2.0,1.167,0.775,1.22,2.33,6.0,14.0,1,0.801187675474206,1.0,1.0,0.0,0.0,0.0,0.0,15.731,0.0,0.0,1,0,0,0,unexpectly_unstable,1.042
GdPuO3,Gd,Pu,cubic,-2.673,1.04,0.947,16.632,0.0,4.365,4.365,4.365,90.0,90.0,90.0,0.039,wolverton_oxides,0,single_ABO3,55.333333333333336,36.4,8.0,94.0,86.0,35.64017707899643,139.08313333333334,89.84964,15.9994,244.0,228.0006,93.963094469596,1.9733333333333332,2.56,1.2,3.44,2.24,1.0376040777783315,1.383333333333333,1.07,0.6,1.8,1.2000000000000002,0.554276304943863,5.0,3.8000000000000007,2.0,7.0,5.0,2.160246899469287,7.333333333333333,10.8,3.0,16.0,13.0,6.128258770283413,57.0,74.6,27.0,101.0,74.0,31.79098404684364,1.405e-06,1.405e-06,1.31e-06,1.5e-06,1.9000000000000009e-07,9.500000000000004e-08,1752.5,1178.5,317.5,2680.0,2362.5,1029.083329959241,5.675526666666666,3.415948,0.02658,11.0,10.97342,4.485751429592248,850.7666666666668,532.38,54.8,1585.0,1530.2,626.2248069893822,38.0,38.0,38.0,38.0,0.0,0.0,75.5,75.5,55.0,96.0,41.0,20.5,546.25,546.25,343.0,716.0,200.0,100.0,32.5,32.5,22.0,43.0,21.0,10.5,13858.5,13858.5,7901.0,19816.0,11915.0,5957.5,0.8041788963231218,0.6285714285714287,0.08,1.3556818181818182,3.0,1.193,0.88,1.2,1.28,7.0,3.0,1,0.5944246229139856,1.0,1.0,0.0,0.0,0.0,0.0,16.632,0.0,0.947,1,0,0,0,unexpectly_unstable,1.04
ScAsO3,Sc,As,cubic,-1.591,1.035,0.12,11.845,0.0,3.898,3.898,3.898,90.0,90.0,90.0,1.189,wolverton_oxides,0,single_ABO3,20.666666666666668,15.6,8.0,33.0,25.0,10.208928554075705,45.292304,33.5751424,15.9994,74.9216,58.9222,24.05606344761126,2.3266666666666667,2.772,1.36,3.44,2.08,0.855466084787832,1.1166666666666667,0.91,0.6,1.6,1.0,0.4089281382128432,3.333333333333333,2.8,2.0,4.0,2.0,0.9428090415820634,11.333333333333334,13.2,3.0,16.0,13.0,5.90668171555645,69.66666666666667,82.19999999999999,19.0,101.0,82.0,36.160137659521645,4.4e-07,4.4e-07,3.3e-07,5.5e-07,2.2e-07,1.1e-07,317.5,317.5,317.5,317.5,0.0,0.0,22.00886,13.215948,0.02658,50.0,49.97342,20.839313416374036,986.2666666666668,613.68,54.8,1814.0,1759.2,721.9264105310334,39.5,39.5,22.0,57.0,35.0,17.5,41.0,41.0,8.0,74.0,66.0,33.0,1095.0,1095.0,750.0,1440.0,690.0,345.0,29.0,29.000000000000004,29.0,29.0,0.0,0.0,4356.0,4356.0,2985.0,5727.0,2742.0,1371.0,0.8697413408594534,0.4285714285714286,0.8200000000000001,1.7666666666666668,3.0,1.06,0.6,1.36,2.18,4.0,15.0,1,0.6323359573806842,1.0,1.0,0.0,0.0,0.0,0.0,11.845,0.0,0.12,1,0,0,0,unexpectly_unstable,1.035
ScOsO3,Sc,Os,cubic,-1.404,1.022,0.128,11.792,0.0,3.892,3.892,3.892,90.0,90.0,90.0,-0.311,wolverton_oxides,0,single_ABO3,35.0,24.200000000000003,8.0,76.0,68.0,29.473151624260797,83.72843733333333,56.6368224,15.9994,190.23,174.23059999999998,76.23016478460907,2.333333333333333,2.776,1.36,3.44,2.08,0.8543743649920422,1.1666666666666667,0.94,0.6,1.6,1.0,0.4189935029992179,4.0,3.2,2.0,6.0,4.0,1.632993161855452,9.0,11.8,3.0,16.0,13.0,5.354126134736337,61.0,77.0,19.0,101.0,82.0,33.50621832834417,3.155e-07,3.155e-07,8.1e-08,5.5e-07,4.6900000000000003e-07,2.3450000000000002e-07,2628.75,1473.125,317.5,4940.0,4622.5,2311.25,34.67552666666666,20.815948,0.02658,88.0,87.97342,38.26584315750478,1724.9333333333334,1056.88,54.8,3306.0,3251.2,1328.7901799088606,57.0,57.0,57.0,57.0,0.0,0.0,74.0,74.0,74.0,74.0,0.0,0.0,2335.0,2335.0,750.0,3920.0,3170.0,1585.0,125.5,125.5,29.0,222.0,193.0,96.5,12797.5,12797.5,2985.0,22610.0,19625.0,9812.5,0.8342842598172215,0.4892857142857144,0.8400000000000001,1.5474452554744524,3.0,1.06,0.685,1.36,2.2,6.0,8.0,1,0.7015019131943471,1.0,1.0,0.0,0.0,0.0,0.0,11.792,0.0,0.128,1,0,0,0,unexpectly_unstable,1.022
HoSbO3,Ho,Sb,cubic,-1.706,1.021,0,14.823,0.0,4.201,4.201,4.201,90.0,90.0,90.0,0.72,wolverton_oxides,0,single_ABO3,42.0,28.4,8.0,67.0,59.0,24.91318258807306,100.89657333333332,66.937704,15.9994,164.93032,148.93092,62.56498841054867,2.24,2.72,1.23,3.44,2.21,0.9121768834314246,1.2666666666666668,1.0,0.6,1.75,1.15,0.4870546398734152,4.333333333333333,3.4000000000000004,2.0,6.0,4.0,1.699673171197595,11.333333333333334,13.2,3.0,16.0,13.0,5.90668171555645,70.66666666666667,82.8,23.0,101.0,78.0,34.120700787384514,6.07e-07,6.070000000000001e-07,4e-07,8.14e-07,4.14e-07,2.07e-07,2165.833333333333,1426.5,317.5,3420.0,3102.5,1334.4542163579667,13.342193333333334,8.015948,0.02658,24.0,23.97342,9.965914202324283,897.5266666666666,560.436,54.8,1734.0,1679.2,685.5447897515928,41.0,40.99999999999999,40.0,42.0,2.0,1.0,60.0,60.0,55.0,65.0,10.0,5.0,520.0,520.0,294.0,746.0,452.0,226.0,23.0,23.0,20.0,26.0,6.0,3.0,7746.0,7746.0,6697.0,8795.0,2098.0,1049.0,0.9033289129658144,0.4285714285714286,0.8199999999999998,1.925,5.0,1.155,0.6,1.23,2.05,5.0,15.0,1,0.6615900277163349,1.0,1.0,0.0,0.0,0.0,0.0,14.823,0.0,0.0,1,0,0,0,unexpectly_unstable,1.021
ErHgO3,Er,Hg,cubic,-1.117,1.013,0,14.573,0.0,4.177,4.177,4.177,90.0,90.0,90.0,-1.117,wolverton_oxides,0,single_ABO3,52.0,34.4,8.0,80.0,72.0,31.496031496047245,127.94946666666664,83.16944,15.9994,200.59,184.5906,80.32165320448915,2.2266666666666666,2.712,1.24,3.44,2.2,0.9123352210429868,1.2833333333333334,1.0100000000000002,0.6,1.75,1.15,0.4938510796676351,4.666666666666667,3.6000000000000005,2.0,6.0,4.0,1.8856180831641267,10.333333333333334,12.6,3.0,16.0,13.0,5.436502143433364,65.66666666666667,79.8,22.0,101.0,79.0,32.78549814916481,9.1e-07,9.1e-07,8.6e-07,9.6e-07,9.999999999999989e-08,4.9999999999999945e-08,1518.1666666666667,1037.9,317.5,2830.0,2512.5,1028.731446437256,7.775526666666667,4.675948,0.02658,15.0,14.97342,6.1241124979942105,697.04,440.144,54.8,1802.0,1747.2,784.7544451610325,34.5,34.5,25.0,44.0,19.0,9.5,70.0,70.0,70.0,70.0,0.0,0.0,814.0,814.0,814.0,814.0,0.0,0.0,28.0,28.0,28.0,28.0,0.0,0.0,9066.0,9066.0,9066.0,9066.0,0.0,0.0,0.8607079671476443,0.4928571428571428,0.76,1.6579710144927535,3.0,1.144,0.69,1.24,2.0,6.0,12.0,1,0.8152806011870062,1.0,1.0,0.0,0.0,0.0,0.0,14.573,0.0,0.0,1,0,0,0,unexpectly_unstable,1.013
RbLiO3,Rb,Li,cubic,-0.271,1.013,-,12.464,0.0,3.965,3.965,3.965,90.0,90.0,90.0,-2.935,wolverton_oxides,0,single_ABO3,16.0,12.8,3.0,37.0,34.0,14.98888477061141,36.136066666666665,28.0814,6.941,85.4678,78.5268,35.07827996441989,1.7466666666666668,2.424,0.82,3.44,2.62,1.199147845578499,1.4666666666666666,1.12,0.6,2.35,1.75,0.7145317036742006,3.0,2.6,2.0,5.0,3.0,1.4142135623730951,6.0,10.0,1.0,16.0,15.0,7.071067811865476,40.66666666666666,64.8,9.0,101.0,92.0,42.679685513784605,1.1400000000000001e-07,1.14e-07,9.5e-08,1.33e-07,3.8000000000000016e-08,1.9000000000000005e-08,2539.1666666666665,1650.5,317.5,6000.0,5682.5,2479.832263592753,47.67552666666666,28.615948000000003,0.02658,85.0,84.97342,35.450120722240456,273.65,186.11,54.8,453.69,398.89,165.14230247476468,6.75,6.75,2.5,11.0,8.5,4.25,3.65,3.65,2.4,4.9,2.5000000000000004,1.2500000000000002,0.216,0.216,0.216,0.216,0.0,0.0,4.2,4.2,4.2,4.2,0.0,0.0,1033.5,1033.5,535.0,1532.0,997.0,498.5,0.9592057205660992,0.6428571428571429,0.16,1.911111111111111,1.0,1.72,0.9,0.82,0.98,2.0,1.0,1,0.7620207897669572,1.0,1.0,0.0,0.0,0.0,0.0,12.464,0.0,,1,0,0,0,unexpectly_unstable,1.013
ThWO3,Th,W,cubic,-2.188,1.007,0.001,12.87,0.0,4.007,4.007,4.007,90.0,90.0,90.0,1.0590000000000002,wolverton_oxides,0,single_ABO3,57.333333333333336,37.6,8.0,90.0,82.0,35.490217744549774,143.95915333333332,92.775252,15.9994,232.03806,216.03866,92.59602979893012,2.3666666666666667,2.7960000000000003,1.3,3.44,2.14,0.8736640595153774,1.2500000000000002,0.99,0.6,1.8,1.2000000000000002,0.4949747468305833,5.0,3.8000000000000007,2.0,7.0,5.0,2.160246899469287,8.333333333333334,11.4,3.0,16.0,13.0,5.557777333511022,67.66666666666667,81.0,47.0,101.0,54.0,23.79542439676633,1.02e-07,1.0200000000000001e-07,5.4e-08,1.5e-07,9.600000000000001e-08,4.799999999999999e-08,2660.5,1723.3,317.5,5174.0,4856.5,1986.3200061084483,74.67552666666667,44.815948,0.02658,170.0,169.97342,70.91473250240806,1954.9333333333332,1194.88,54.8,3695.0,3640.2,1490.4093427273222,182.0,182.0,54.0,310.0,256.0,128.0,245.0,245.0,79.0,411.0,332.0,166.0,1485.0,1485.0,400.0,2570.0,2170.0,1085.0,96.0,96.0,31.0,161.0,130.0,65.0,15487.0,15487.0,11724.0,19250.0,7526.0,3763.0,0.8768124086713188,0.4285714285714286,1.0599999999999998,1.8000000000000005,6.0,1.08,0.6,1.3,2.36,6.0,6.0,1,0.6443982490440594,1.0,1.0,0.0,0.0,0.0,0.0,12.87,0.0,0.001,1,0,0,0,unexpectly_unstable,1.007
TbPbO3,Tb,Pb,cubic,-1.39,1.007,0,15.428,0.0,4.257,4.257,4.257,90.0,90.0,90.0,0.578,wolverton_oxides,0,single_ABO3,51.66666666666666,34.2,8.0,82.0,74.0,31.647362537114457,127.37491666666666,82.82471,15.9994,207.2,191.2006,81.18287891228805,2.29,2.75,1.1,3.44,2.34,0.9557196241576292,1.383333333333333,1.07,0.6,1.8,1.2000000000000002,0.554276304943863,4.666666666666667,3.6000000000000005,2.0,6.0,4.0,1.8856180831641267,11.0,13.0,3.0,16.0,13.0,5.715476066494082,69.66666666666667,82.19999999999999,26.0,101.0,75.0,31.836387288063253,6.800000000000001e-07,6.8e-07,2.1e-07,1.15e-06,9.4e-07,4.7e-07,1399.1666666666667,966.5,317.5,2620.0,2302.5,945.1285920738806,15.342193333333334,9.215948,0.02658,35.0,34.97342,14.60424615952802,761.4700000000001,478.802,54.8,1629.0,1574.2,652.6527227145128,42.35,42.35,38.7,46.0,7.299999999999997,3.649999999999999,36.0,36.0,16.0,56.0,40.0,20.0,357.65,357.65,38.3,677.0,638.7,319.35,13.8,13.8,5.6,22.0,16.4,8.200000000000001,9779.5,9779.5,8219.0,11340.0,3121.0,1560.5,0.8387749404419736,0.5535714285714286,1.23,1.5225806451612902,2.0,1.18,0.775,1.1,2.33,6.0,14.0,1,0.8229244575021666,1.0,1.0,0.0,0.0,0.0,0.0,15.428,0.0,0.0,1,0,0,0,unexpectly_unstable,1.007
GdNpO3,Gd,Np,cubic,-2.632,1.005,0.789,17.305999999999997,0.0,4.423,4.423,4.423,90.0,90.0,90.0,2.533,wolverton_oxides,0,single_ABO3,55.0,36.2,8.0,93.0,85.0,35.27983371087039,136.7498,88.44964,15.9994,237.0,221.0006,91.38019460882468,2.0,2.576,1.2,3.44,2.24,1.0203267450511462,1.383333333333333,1.07,0.6,1.8,1.2000000000000002,0.554276304943863,5.0,3.8000000000000007,2.0,7.0,5.0,2.160246899469287,7.333333333333333,10.8,3.0,16.0,13.0,6.128258770283413,57.333333333333336,74.8,27.0,101.0,74.0,31.647362537114457,1.2549999999999998e-06,1.255e-06,1.2e-06,1.31e-06,1.1e-07,5.5e-08,1498.75,908.125,317.5,2680.0,2362.5,1181.25,5.675526666666666,3.415948,0.02658,11.0,10.97342,4.485751429592248,849.9333333333334,531.88,54.8,1585.0,1530.2,626.1437605605353,38.0,38.0,38.0,38.0,0.0,0.0,55.0,55.0,55.0,55.0,0.0,0.0,546.25,546.25,343.0,716.0,200.0,100.0,22.0,22.0,22.0,22.0,0.0,0.0,14175.5,14175.499999999998,7901.0,20450.0,12549.0,6274.5,0.8006671980859029,0.6357142857142858,0.1600000000000001,1.3404494382022472,3.0,1.193,0.89,1.2,1.36,7.0,3.0,1,0.5648824739569861,1.0,1.0,0.0,0.0,0.0,0.0,17.305999999999997,0.0,0.789,1,0,0,0,unexpectly_unstable,1.005
PaPdO3,Pa,Pd,cubic,-1.166,1.001,0.315,12.866,0.0,4.007,4.007,4.007,90.0,90.0,90.0,-1.2,wolverton_oxides,0,single_ABO3,48.333333333333336,32.2,8.0,91.0,83.0,33.9247533357118,117.81842666666664,77.090816,15.9994,231.03588,215.03648,88.15749176163507,2.3800000000000003,2.8040000000000003,1.5,3.44,1.94,0.8021637405584141,1.2666666666666668,1.0,0.6,1.8,1.2000000000000002,0.4988876515698589,4.666666666666667,3.6000000000000005,2.0,7.0,5.0,2.0548046676563256,9.666666666666666,12.2,3.0,16.0,13.0,5.312459150169743,72.0,83.6,46.0,101.0,55.0,22.55363976538303,1.44e-07,1.4400000000000002e-07,1.08e-07,1.8e-07,7.2e-08,3.6e-08,1693.75,1005.625,317.5,3070.0,2752.5,1376.25,39.67552666666666,23.815948,0.02658,72.0,71.97342,29.83598754113488,1241.2833333333335,766.69,54.8,1841.0,1786.2,838.9870681694418,180.0,180.0,180.0,180.0,0.0,0.0,121.0,121.0,121.0,121.0,0.0,0.0,37.3,37.3,37.3,37.3,0.0,0.0,44.0,44.0,44.0,44.0,0.0,0.0,13696.5,13696.5,12023.0,15370.0,3347.0,1673.5,0.8541289832154335,0.4428571428571429,0.7000000000000002,1.6774193548387095,2.0,1.04,0.62,1.5,2.2,5.0,10.0,1,0.6439168858941439,1.0,1.0,0.0,0.0,0.0,0.0,12.866,0.0,0.315,1,0,0,0,unexpectly_unstable,1.001
